sample_name	age	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_habitat_abbr	body_habitat_gut_status	body_habitat_simple	body_product	body_site	cause_death	collection_timestamp	common_name_indiv	country	depth	depth_m	description	diet	diet_specific	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	genspecies_abbr	genus	gut_status	host_class	host_common_name	host_common_name_indiv	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	isis_number	latitude	latitude_deg	longitude	longitude_deg	necropsy_number	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	species	sub_family	title	year_of_birth
1453.44923SDZ3.D7.Pnem.stom	6.3	years	0	0.0	SDZ3.D7	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:gastric juice	UBERON:stomach	Died, electrolyte	2002-10-11	gut metagenome	GAZ:United States of America	0	0	cardia contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44923	sk__Eukaryota	54133	596214	32.72	32.72	-117.16	-117.16	44923	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1996
1453.44923SDZ3.D8.Pnem.stom	6.3	years	0	0.0	SDZ3.D8	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:gastric juice	UBERON:stomach	Died, electrolyte	2002-10-11	gut metagenome	GAZ:United States of America	0	0	saccus 3	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44923	sk__Eukaryota	54133	596214	32.72	32.72	-117.16	-117.16	44923	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1996
1453.44923SDZ3.E1.Pnem.stom	6.3	years	0	0.0	SDZ3.E1	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	Died, electrolyte	2002-10-11	gut metagenome	GAZ:United States of America	0	0	gastric duodenum junction & contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44923	sk__Eukaryota	54133	596214	32.72	32.72	-117.16	-117.16	44923	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1996
1453.44923SDZ5.H2.Pnem.stom	6.3	years	0	0.0	SDZ5.H2	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-10-11	gut metagenome	GAZ:United States of America	0	0	stomach tubus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44923	sk__Eukaryota	54133	596214	32.72	32.72	-117.16	-117.16	44923	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1996
1453.44923SDZ5.H3.Pnem.stom	6.3	years	0	0.0	SDZ5.H3	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-10-11	gut metagenome	GAZ:United States of America	0	0	saccus 3	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44923	sk__Eukaryota	54133	596214	32.72	32.72	-117.16	-117.16	44923	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1996
1453.44923SDZ5.H4.Pnem.stom	6.3	years	0	0.0	SDZ5.H4	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-10-11	gut metagenome	GAZ:United States of America	0	0	stomach pylorus 3	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44923	sk__Eukaryota	54133	596214	32.72	32.72	-117.16	-117.16	44923	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1996
1453.44923SDZ5.H5.Pnem.cecum	6.3	years	0	0.0	SDZ5.H5	UBERON:cecum	cecum	cecum.healthy	cecum	UBERON:cecum mucosa	UBERON:cecum mucosa	euth, heart failure	2002-10-11	gut metagenome	GAZ:United States of America	0	0	cecum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44923	sk__Eukaryota	54133	596214	32.72	32.72	-117.16	-117.16	44923	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	cecum mucosa	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1996
1453.44923SDZ5.H6.Pnem.stom	6.3	years	0	0.0	SDZ5.H6	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-10-11	gut metagenome	GAZ:United States of America	0	0	stomach tubus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44923	sk__Eukaryota	54133	596214	32.72	32.72	-117.16	-117.16	44923	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1996
1453.44923SDZ5.H7.Pnem.stom	6.3	years	0	0.0	SDZ5.H7	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-10-11	gut metagenome	GAZ:United States of America	0	0	gastic-duodenum junction	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44923	sk__Eukaryota	54133	596214	32.72	32.72	-117.16	-117.16	44923	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1996
1453.44923SDZ5.H8.Pnem.stom	6.3	years	0	0.0	SDZ5.H8	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, heart failure	2002-10-11	gut metagenome	GAZ:United States of America	0	0	stomach pylorus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	44923	sk__Eukaryota	54133	596214	32.72	32.72	-117.16	-117.16	44923	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1996
1453.45187SDZ5.A1.Tfran.Mlymph	7.9	years	0	0.0	SDZ5.A1	UBERON:mesenteric lymph node	Mlymph	mesenteric lymph node.healthy	mesenteric lymph node	UBERON:mesenteric lymph node	UBERON:mesenteric lymph node	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	mesentary lymph node	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mesenteric lymph node	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.A2.Tfran.stom	7.9	years	0	0.0	SDZ5.A2	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	tubus	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.A3.Tfran.stom	7.9	years	0	0.0	SDZ5.A3	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	pyloricus	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.A4.Tfran.colon	7.9	years	0	0.0	SDZ5.A4	UBERON:colon	colon	colon.healthy	colon	UBERON:mucosa of descending colon	UBERON:mucosa of descending colon	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	colon	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of descending colon	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.A5.Tfran.cecum	7.9	years	0	0.0	SDZ5.A5	UBERON:cecum	cecum	cecum.healthy	cecum	UBERON:cecum mucosa	UBERON:cecum mucosa	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	cecum	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	cecum mucosa	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.A6.Tfran.jeju	7.9	years	0	0.0	SDZ5.A6	UBERON:jejunum	jeju	jejunum.healthy	jejunum	UBERON:jejunal mucosa	UBERON:jejunal mucosa	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	jejunum	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	jejunal mucosa	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.A7.Tfran.jeju	7.9	years	0	0.0	SDZ5.A7	UBERON:jejunum	jeju	jejunum.healthy	jejunum	UBERON:jejunal mucosa	UBERON:jejunal mucosa	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	duodenum	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	jejunal mucosa	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.A8.Tfran.stom	7.9	years	0	0.0	SDZ5.A8	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	saccus	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.B1.Tfran.stom	7.9	years	0	0.0	SDZ5.B1	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	pre-saccus	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.B2.Tfran.ileum	7.9	years	0	0.0	SDZ5.B2	UBERON:ileum	ileum	ileum.healthy	ileum	UBERON:ileal mucosa	UBERON:ileal mucosa	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	ileum	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	ileal mucosa	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.B3.Tfran.stom	7.9	years	0	0.0	SDZ5.B3	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:gastric juice	UBERON:stomach	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	tubus contents	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.B4.Tfran.stom	7.9	years	0	0.0	SDZ5.B4	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:gastric juice	UBERON:stomach	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	pyloricus contents	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.B5.Tfran.feces	7.9	years	0	0.0	SDZ5.B5	UBERON:feces	feces	feces.healthy	feces	UBERON:feces	UBERON:feces	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	colon contents	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	stool	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.B6.Tfran.feces	7.9	years	0	0.0	SDZ5.B6	UBERON:feces	feces	feces.healthy	feces	UBERON:feces	UBERON:feces	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	cecum contents	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	stool	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.B7.Tfran.feces	7.9	years	0	0.0	SDZ5.B7	UBERON:feces	feces	feces.healthy	feces	UBERON:feces	UBERON:feces	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	jejunum contents	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	stool	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
