sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	day	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	family	host_common_name	host_subject_id	host_taxid	house	house_day_subject_surface	house_day_surface	house_surface	latitude	latitude_deg	life_stage	longitude	longitude_deg	move_time	moved	notes	number_children	number_residents_human	percent_adult_residents	percent_male	pet_farm_animal	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_order	sample_scientific_name	sample_taxid	sample_type	sex	source	source1	sourcesink	subject	subject_surface	surface	time	title
2192.H03a.Hand.1258.lane5.NoIndex.L005	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-12	GAZ:United States of America	D03	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D03.Person_03.2.Hand	H03a.D03.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	409	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	9:30PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1261.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-12	GAZ:United States of America	D03	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D03.Person_03.3.Hand	H03a.D03.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	412	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	9:30PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1279.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-13	GAZ:United States of America	D04	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D04.Person_03.1.Hand	H03a.D04.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	421	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	9:14PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1282.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-13	GAZ:United States of America	D04	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D04.Person_03.2.Hand	H03a.D04.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	424	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	9:14PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1285.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-13	GAZ:United States of America	D04	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D04.Person_03.3.Hand	H03a.D04.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	427	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	9:14PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1303.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-14	GAZ:United States of America	D05	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D05.Person_03.1.Hand	H03a.D05.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	436	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	8:28PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1306.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-14	GAZ:United States of America	D05	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D05.Person_03.2.Hand	H03a.D05.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	439	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	8:28PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1309.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-14	GAZ:United States of America	D05	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D05.Person_03.3.Hand	H03a.D05.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true				2192	442	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	8:28PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1327.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-15	GAZ:United States of America	D06	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D06.Person_03.1.Hand	H03a.D06.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	451	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	8:27PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1330.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-15	GAZ:United States of America	D06	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D06.Person_03.2.Hand	H03a.D06.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	454	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	8:27PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1333.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-15	GAZ:United States of America	D06	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D06.Person_03.3.Hand	H03a.D06.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	457	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	8:27PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1351.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-16	GAZ:United States of America	D07	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D07.Person_03.1.Hand	H03a.D07.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	466	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	9:00PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1354.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-16	GAZ:United States of America	D07	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D07.Person_03.2.Hand	H03a.D07.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	469	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	9:00PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1357.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-16	GAZ:United States of America	D07	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D07.Person_03.3.Hand	H03a.D07.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	472	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	9:00PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1375.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-17	GAZ:United States of America	D08	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D08.Person_03.1.Hand	H03a.D08.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	481	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	10:45PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1378.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-17	GAZ:United States of America	D08	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D08.Person_03.2.Hand	H03a.D08.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	484	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	10:45PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1381.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-17	GAZ:United States of America	D08	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D08.Person_03.3.Hand	H03a.D08.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	487	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	10:45PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1399.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-18	GAZ:United States of America	D09	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D09.Person_03.1.Hand	H03a.D09.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	496	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	8:36PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1402.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-18	GAZ:United States of America	D09	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D09.Person_03.2.Hand	H03a.D09.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	499	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	8:36PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1405.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-18	GAZ:United States of America	D09	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D09.Person_03.3.Hand	H03a.D09.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	502	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	8:36PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1423.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-19	GAZ:United States of America	D10	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D10.Person_03.1.Hand	H03a.D10.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	511	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	9:01PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1426.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-19	GAZ:United States of America	D10	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D10.Person_03.2.Hand	H03a.D10.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	514	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	9:01PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1429.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-19	GAZ:United States of America	D10	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D10.Person_03.3.Hand	H03a.D10.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	517	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	9:01PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1447.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-20	GAZ:United States of America	D11	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D11.Person_03.1.Hand	H03a.D11.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	526	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	8:45PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1450.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-20	GAZ:United States of America	D11	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D11.Person_03.2.Hand	H03a.D11.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true				2192	529	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	8:45PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1453.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-20	GAZ:United States of America	D11	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D11.Person_03.3.Hand	H03a.D11.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	532	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	8:45PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1471.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-21	GAZ:United States of America	D12	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D12.Person_03.1.Hand	H03a.D12.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	541	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	8:48PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1474.lane6.NoIndex.L006	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-21	GAZ:United States of America	D12	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D12.Person_03.2.Hand	H03a.D12.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	544	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	8:48PM	Gilbert_house_forensics_BE
