sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	day	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	family	host_common_name	host_subject_id	host_taxid	house	house_day_subject_surface	house_day_surface	house_surface	latitude	latitude_deg	life_stage	longitude	longitude_deg	move_time	moved	notes	number_children	number_residents_human	percent_adult_residents	percent_male	pet_farm_animal	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_order	sample_scientific_name	sample_taxid	sample_type	sex	source	source1	sourcesink	subject	subject_surface	surface	time	title
2192.H03a.Foot.1430.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-19	GAZ:United States of America	D10	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D10.Person_03.3.Foot	H03a.D10.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	518	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Foot	Foot	9:01PM	Gilbert_house_forensics_BE
2192.H03a.Foot.1448.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-20	GAZ:United States of America	D11	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D11.Person_03.1.Foot	H03a.D11.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	527	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Foot	Foot	8:45PM	Gilbert_house_forensics_BE
2192.H03a.Foot.1451.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-20	GAZ:United States of America	D11	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D11.Person_03.2.Foot	H03a.D11.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	530	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Foot	Foot	8:45PM	Gilbert_house_forensics_BE
2192.H03a.Foot.1456.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-20	GAZ:United States of America	D11	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D11.Person_03.3.Foot	H03a.D11.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	534	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Foot	Foot	8:45PM	Gilbert_house_forensics_BE
2192.H03a.Foot.1472.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-21	GAZ:United States of America	D12	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D12.Person_03.1.Foot	H03a.D12.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	542	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Foot	Foot	8:48PM	Gilbert_house_forensics_BE
2192.H03a.Foot.1475.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-21	GAZ:United States of America	D12	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D12.Person_03.2.Foot	H03a.D12.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	545	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Foot	Foot	8:48PM	Gilbert_house_forensics_BE
2192.H03a.Foot.1478.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-21	GAZ:United States of America	D12	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D12.Person_03.3.Foot	H03a.D12.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	548	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Foot	Foot	8:48PM	Gilbert_house_forensics_BE
2192.H03a.Foot.1496.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-22	GAZ:United States of America	D13	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D13.Person_03.1.Foot	H03a.D13.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	557	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Foot	Foot	12:00AM	Gilbert_house_forensics_BE
2192.H03a.Foot.1499.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-22	GAZ:United States of America	D13	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D13.Person_03.2.Foot	H03a.D13.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	560	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Foot	Foot	12:00AM	Gilbert_house_forensics_BE
2192.H03a.Foot.1502.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-22	GAZ:United States of America	D13	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D13.Person_03.3.Foot	H03a.D13.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	563	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Foot	Foot	12:00AM	Gilbert_house_forensics_BE
2192.H03a.Foot.1520.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-29	GAZ:United States of America	D14	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D14.Person_03.1.Foot	H03a.D14.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	572	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Foot	Foot	9:00PM	Gilbert_house_forensics_BE
2192.H03a.Foot.1523.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-29	GAZ:United States of America	D14	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D14.Person_03.2.Foot	H03a.D14.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	575	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Foot	Foot	9:00PM	Gilbert_house_forensics_BE
2192.H03a.Foot.1526.lane6.NoIndex.L006	0	0.0	H03a.Foot	UBERON:skin	UBERON:sebum	UBERON:skin of foot	2012-02-29	GAZ:United States of America	D14	0	0	H03a.Foot	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D14.Person_03.3.Foot	H03a.D14.Foot	H03a.Foot	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	578	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Foot	Foot	9:00PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1205.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-10	GAZ:United States of America	D01	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D01.House_03a.Front_Door_Knob	H03a.D01.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	374	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	9:30PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1229.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-11	GAZ:United States of America	D02	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D02.House_03a.Front_Door_Knob	H03a.D02.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	389	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	8:49PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1253.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-12	GAZ:United States of America	D03	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D03.House_03a.Front_Door_Knob	H03a.D03.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	404	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	9:30PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-13	GAZ:United States of America	D04	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D04.House_03a.Front_Door_Knob	H03a.D04.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	419	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	9:14PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1301.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-14	GAZ:United States of America	D05	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D05.House_03a.Front_Door_Knob	H03a.D05.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	434	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	8:28PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1325.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-15	GAZ:United States of America	D06	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D06.House_03a.Front_Door_Knob	H03a.D06.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	449	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	8:27PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-16	GAZ:United States of America	D07	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D07.House_03a.Front_Door_Knob	H03a.D07.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	464	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	9:00PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1373.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-17	GAZ:United States of America	D08	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D08.House_03a.Front_Door_Knob	H03a.D08.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	479	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	10:45PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1397.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-18	GAZ:United States of America	D09	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D09.House_03a.Front_Door_Knob	H03a.D09.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	494	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	8:36PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1421.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-19	GAZ:United States of America	D10	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D10.House_03a.Front_Door_Knob	H03a.D10.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	509	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	9:01PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1445.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-20	GAZ:United States of America	D11	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D11.House_03a.Front_Door_Knob	H03a.D11.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	524	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	8:45PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1469.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-21	GAZ:United States of America	D12	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D12.House_03a.Front_Door_Knob	H03a.D12.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	539	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	8:48PM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1493.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-22	GAZ:United States of America	D13	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D13.House_03a.Front_Door_Knob	H03a.D13.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	554	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	12:00AM	Gilbert_house_forensics_BE
2192.H03a.Front.Door.Knob.1517.lane5.NoIndex.L005	0	0.0	H03a.Front_Door_Knob				2012-02-29	GAZ:United States of America	D14	0	0	H03a.Front_Door_Knob	true	181.32	181.32	True	EMP sample	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	dust	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	Not applicable		Not applicable	H03a	H03a.D14.House_03a.Front_Door_Knob	H03a.D14.Front_Door_Knob	H03a.Front_Door_Knob	41.88	41.88		-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Free-living	Non-saline	Surface (non-saline)	2192	569	indoor metagenome	1256227	XXQIITAXX		House	House	sink	House_03a	House_03a.Front_Door_Knob	Front_Door_Knob	9:00PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1207.lane5.NoIndex.L005	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-10	GAZ:United States of America	D01	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D01.Person_03.1.Hand	H03a.D01.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	376	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	9:30PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1210.lane5.NoIndex.L005	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-10	GAZ:United States of America	D01	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D01.Person_03.2.Hand	H03a.D01.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	379	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	9:30PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1213.lane5.NoIndex.L005	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-10	GAZ:United States of America	D01	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D01.Person_03.3.Hand	H03a.D01.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	382	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	9:30PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1231.lane5.NoIndex.L005	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-11	GAZ:United States of America	D02	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D02.Person_03.1.Hand	H03a.D02.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	391	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	8:49PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1234.lane5.NoIndex.L005	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-11	GAZ:United States of America	D02	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.2	9606	H03a	H03a.D02.Person_03.2.Hand	H03a.D02.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	394	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.2	Person_03.2.Hand	Hand	8:49PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1237.lane5.NoIndex.L005	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-11	GAZ:United States of America	D02	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.3	9606	H03a	H03a.D02.Person_03.3.Hand	H03a.D02.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	397	human skin metagenome	539655	XXQIITAXX	female	Person	Person	source	Person_03.3	Person_03.3.Hand	Hand	8:49PM	Gilbert_house_forensics_BE
2192.H03a.Hand.1255.lane5.NoIndex.L005	0	0.0	H03a.Hand	UBERON:skin	UBERON:sebum	UBERON:skin of hand	2012-02-12	GAZ:United States of America	D03	0	0	H03a.Hand	true	181.32	181.32	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	human-associated habitat	sebum	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	3	human	Person_03.1	9606	H03a	H03a.D03.Person_03.1.Hand	H03a.D03.Hand	H03a.Hand	41.88	41.88	adult	-87.63	-87.63		false		0	3	1	0.67	none	ANL	true	true	Host-associated	Animal	Animal surface	2192	406	human skin metagenome	539655	XXQIITAXX	male	Person	Person	source	Person_03.1	Person_03.1.Hand	Hand	9:30PM	Gilbert_house_forensics_BE
