sample_name	age	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_habitat_abbr	body_habitat_gut_status	body_habitat_simple	body_product	body_site	collection_timestamp	country	depth	depth_m	description	diet	diet_description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	fecal_preservation_method	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	hours_from_collection	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	provenance	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sun_shade	title	weeks_preserved
2182.CPZXOB		years	0	0.0	CPZXOB	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-08-28	GAZ:United States of America	0	0	Spider monkey CPZXOB	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	CPZXOB	sk__Eukaryota	9509	0.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
2182.CPZXOC		years	0	0.0	CPZXOC	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-08-28	GAZ:United States of America	0	0	Spider monkey CPZXOC	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	CPZXOC	sk__Eukaryota	9509	0.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true				2182	primate metagenome	1441288	stool	gut metagenome		sun	Hale_folivorous_primates_MiSeq	
2182.CPZXOD		years	0	0.0	CPZXOD	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-08-28	GAZ:United States of America	0	0	Spider monkey CPZXOD	herbivore	fruits, vegatables, primate biscuits	true	212.67	212.67	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	freeze	c__Mammalia	black-handed spider monkey	f__Atelidae	g__Ateles	k__Metazoa	o__Primates	p__Chordata	Ateles geoffroyi	s__Ateles_geoffroyi	CPZXOD	sk__Eukaryota	9509	0.0	40.417	40.417	-86.875	-86.875	Purdue-West Lafayette	true	Columbian Park Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome		shade	Hale_folivorous_primates_MiSeq	
2182.NKF0001		years	0	0.0	NKF0001	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-04-20	GAZ:China	0	0	Francois' langur NKF0001	herbivore	leaves, corn, watermelon	true	384.25	384.25	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	true	FTA	c__Mammalia	Francois's langur	f__Cercopithecidae	g__Trachypithecus	k__Metazoa	o__Primates	p__Chordata	Trachypithecus francoisi	s__Trachypithecus_francoisi	NKF0001	sk__Eukaryota	54180		28.54	28.54	108.49	108.49	Purdue-West Lafayette	true	wild - Mayanghe	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.NKF0002		years	0	0.0	NKF0002	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-04-20	GAZ:China	0	0	Francois' langur NKF0002	herbivore	leaves, corn, watermelon	true	384.25	384.25	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	true	FTA	c__Mammalia	Francois's langur	f__Cercopithecidae	g__Trachypithecus	k__Metazoa	o__Primates	p__Chordata	Trachypithecus francoisi	s__Trachypithecus_francoisi	NKF0002	sk__Eukaryota	54180		28.54	28.54	108.49	108.49	Purdue-West Lafayette	true	wild - Mayanghe	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.NKF0003		years	0	0.0	NKF0003	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-04-20	GAZ:China	0	0	Francois' langur NKF0003	herbivore	leaves, corn, watermelon	true	384.25	384.25	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	true	FTA	c__Mammalia	Francois's langur	f__Cercopithecidae	g__Trachypithecus	k__Metazoa	o__Primates	p__Chordata	Trachypithecus francoisi	s__Trachypithecus_francoisi	NKF0003	sk__Eukaryota	54180		28.54	28.54	108.49	108.49	Purdue-West Lafayette	true	wild - Mayanghe	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
2182.NKF0004		years	0	0.0	NKF0004	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-04-01	GAZ:China	0	0	Guizhou snub-nosed monkey NKF0004	herbivore	leaves, fruits, buds	true	384.25	384.25	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	NKF0004	sk__Eukaryota	224329		27.59	27.59	108.45	108.45	Purdue-West Lafayette	true	wild - Yangaoping	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.VHBBC0001		years	0	0.0	VHBBC0001	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-25	GAZ:China	0	0	Francois' langur VHBBC0001	herbivore	leaves, seeds from vegetables/fruits	true	43.38	43.38	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	Francois's langur	f__Cercopithecidae	g__Trachypithecus	k__Metazoa	o__Primates	p__Chordata	Trachypithecus francoisi	s__Trachypithecus_francoisi	VHBBC0001	sk__Eukaryota	54180		39.72	39.72	116.34	116.34	Purdue-West Lafayette	true	Beijing Breeding Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.VHBBC0002		years	0	0.0	VHBBC0002	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-25	GAZ:China	0	0	Francois' langur VHBBC0002	herbivore	leaves, seeds from vegetables/fruits	true	43.38	43.38	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	Francois's langur	f__Cercopithecidae	g__Trachypithecus	k__Metazoa	o__Primates	p__Chordata	Trachypithecus francoisi	s__Trachypithecus_francoisi	VHBBC0002	sk__Eukaryota	54180		39.72	39.72	116.34	116.34	Purdue-West Lafayette	true	Beijing Breeding Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.VHBBC0003		years	0	0.0	VHBBC0003	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-25	GAZ:China	0	0	Yunnan snub nosed monkey VHBBC0003	herbivore	leaves, seeds from vegetables/fruits	true	43.38	43.38	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus bieti	s__Rhinopithecus_bieti	VHBBC0003	sk__Eukaryota	61621		39.72	39.72	116.34	116.34	Purdue-West Lafayette	true	Beijing Breeding Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
2182.VHBBC0004		years	0	0.0	VHBBC0004	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-25	GAZ:China	0	0	Yunnan snub nosed monkey VHBBC0004	herbivore	leaves, seeds from vegetables/fruits	true	43.38	43.38	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus bieti	s__Rhinopithecus_bieti	VHBBC0004	sk__Eukaryota	61621		39.72	39.72	116.34	116.34	Purdue-West Lafayette	true	Beijing Breeding Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHBBC0005		years	0	0.0	VHBBC0005	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-25	GAZ:China	0	0	Black and white colobus VHBBC0005	herbivore	leaves, seeds from vegetables/fruits	true	43.38	43.38	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	mantled guereza	f__Cercopithecidae	g__Colobus	k__Metazoa	o__Primates	p__Chordata	Colobus guereza	s__Colobus_guereza	VHBBC0005	sk__Eukaryota	33548		39.72	39.72	116.34	116.34	Purdue-West Lafayette	true	Beijing Breeding Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.VHBBC0006		years	0	0.0	VHBBC0006	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-25	GAZ:China	0	0	Black and white colobus VHBBC0006	herbivore	leaves, seeds from vegetables/fruits	true	43.38	43.38	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	mantled guereza	f__Cercopithecidae	g__Colobus	k__Metazoa	o__Primates	p__Chordata	Colobus guereza	s__Colobus_guereza	VHBBC0006	sk__Eukaryota	33548		39.72	39.72	116.34	116.34	Purdue-West Lafayette	true	Beijing Breeding Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.VHBJ0006		years	0	0.0	VHBJ0006	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-24	GAZ:China	0	0	Yunnan snub nosed monkey VHBJ0006	herbivore	leaves, seeds from vegetables/fruits	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus bieti	s__Rhinopithecus_bieti	VHBJ0006	sk__Eukaryota	61621		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.VHBJ0007	2.0	years	0	0.0	VHBJ0007	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-24	GAZ:China	0	0	Yunnan snub nosed monkey VHBJ0007	herbivore	leaves, seeds from vegetables/fruits	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus bieti	s__Rhinopithecus_bieti	VHBJ0007	sk__Eukaryota	61621		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.VHBJ0009	14.0	years	0	0.0	VHBJ0009	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-24	GAZ:China	0	0	Sichuan snub-nosed monkey VHBJ0009	herbivore	leaves, seeds from vegetables/fruits	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	Xing Xing	sk__Eukaryota	61622		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHBJ0014		years	0	0.0	VHBJ0014	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-25	GAZ:China	0	0	Yunnan snub nosed monkey VHBJ0014	herbivore	leaves, seeds from vegetables/fruits	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus bieti	s__Rhinopithecus_bieti	VHBJ0014	sk__Eukaryota	61621		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.VHBJ0016	14.0	years	0	0.0	VHBJ0016	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-25	GAZ:China	0	0	Yunnan snub nosed monkey VHBJ0016	herbivore	leaves, seeds from vegetables/fruits	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus bieti	s__Rhinopithecus_bieti	Hua Hua	sk__Eukaryota	61621		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHBJ0018	6.0	years	0	0.0	VHBJ0018	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-26	GAZ:China	0	0	Guizhou snub-nosed monkey VHBJ0018	herbivore	leaves, seeds from vegetables/fruits	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	G035	sk__Eukaryota	224329		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
2182.VHBJ0019	14.0	years	0	0.0	VHBJ0019	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-26	GAZ:China	0	0	Sichuan snub-nosed monkey VHBJ0019	herbivore	leaves, seeds from vegetables/fruits	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	Xing Xing	sk__Eukaryota	61622		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHBJ0020	6.0	years	0	0.0	VHBJ0020	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-27	GAZ:China	0	0	Guizhou snub-nosed monkey VHBJ0020	herbivore	leaves, seeds from vegetables/fruits	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	G036	sk__Eukaryota	224329		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHBJ0021	14.0	years	0	0.0	VHBJ0021	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-27	GAZ:China	0	0	Yunnan snub nosed monkey VHBJ0021	herbivore	leaves, seeds from vegetables/fruits, very large plant particles	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus bieti	s__Rhinopithecus_bieti	Hua Hua	sk__Eukaryota	61621		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHBJ0022	4.0	years	0	0.0	VHBJ0022	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-27	GAZ:China	0	0	Yunnan snub nosed monkey VHBJ0022	herbivore	plant/veg seeds, very watery	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus bieti	s__Rhinopithecus_bieti	Da Qing	sk__Eukaryota	61621		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
2182.VHBJ0023		years	0	0.0	VHBJ0023	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-27	GAZ:China	0	0	Yunnan snub nosed monkey VHBJ0023	herbivore	leaves, seeds from vegetables/fruits, lots of plant material - difficult to spread	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	black snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus bieti	s__Rhinopithecus_bieti	VHBJ0023	sk__Eukaryota	61621		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.VHBJ0024	5.0	years	0	0.0	VHBJ0024	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-27	GAZ:China	0	0	Sichuan snub-nosed monkey VHBJ0024	herbivore	leaves, seeds from vegetables/fruits	true	57.0	57.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	Xiang Yuan	sk__Eukaryota	61622		39.94	39.94	116.34	116.34	Purdue-West Lafayette	true	Beijing Zoo	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
2182.VHMAH0001		years	0	0.0	VHMAH0001	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-17	GAZ:China	0	0	Guizhou snub-nosed monkey VHMAH0001	herbivore	leaves, corn, watermelon	true	384.25	384.25	True	EMP sample	Host-associated	Animal	Animal distal gut	tropical moist broadleaf forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	broadleaf forest biome	tropical broadleaf forest biome	tropical moist broadleaf forest biome	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	VHMAH0001	sk__Eukaryota	224329		28.54	28.54	108.49	108.49	Purdue-West Lafayette	true	wild - Mayanghe	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome			Hale_folivorous_primates_MiSeq	
2182.VHPBC0007	9.0	years	0	0.0	VHPBC0007	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-13	GAZ:China	0	0	Guizhou snub-nosed monkey VHPBC0007	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	G030	sk__Eukaryota	224329		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHPBC0012		years	0	0.0	VHPBC0012	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-14	GAZ:China	0	0	Guizhou snub-nosed monkey VHPBC0012	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	Gray snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus brelichi	s__Rhinopithecus_brelichi	G043	sk__Eukaryota	224329		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	male		Hale_folivorous_primates_MiSeq	
2182.VHPBC0013	1.0	years	0	0.0	VHPBC0013	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-14	GAZ:China	0	0	Sichuan snub-nosed monkey VHPBC0013	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	C007	sk__Eukaryota	61622		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
2182.VHPBC0014	7.0	years	0	0.0	VHPBC0014	UBERON:feces	feces	feces.NA	feces	UBERON:feces	UBERON:feces	2013-07-14	GAZ:China	0	0	Sichuan snub-nosed monkey VHPBC0014	herbivore	leaves, fruit, vegetables, eggs	true	1065.77	1065.77	True	EMP sample	Host-associated	Animal	Animal distal gut	anthropogenic terrestrial biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	Not applicable	Not applicable	Not applicable	true	FTA	c__Mammalia	golden snub-nosed monkey	f__Cercopithecidae	g__Rhinopithecus	k__Metazoa	o__Primates	p__Chordata	Rhinopithecus roxellana	s__Rhinopithecus_roxellana	C005	sk__Eukaryota	61622		27.4986	27.4986	108.4474	108.4474	Purdue-West Lafayette	true	Panxi Wildlife Rescue Center	true	Host-associated	Animal	Animal distal gut	2182	primate metagenome	1441288	stool	gut metagenome	female		Hale_folivorous_primates_MiSeq	
