sample_name	age	age_group	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	colony_tetracycline	country	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	larval_tetracycline	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_name_in_tube	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	title	village
1064.G.CV317		queen	days	0	0.0	G.CV317	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-12-16	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV317	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	78	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV318	4	nurse	days	0	0.0	G.CV318	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV318	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	359	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV319	4	nurse	days	0	0.0	G.CV319	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV319	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	361	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV320	4	nurse	days	0	0.0	G.CV320	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV320	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	363	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV321	4	nurse	days	0	0.0	G.CV321	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV321	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	365	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV322	4	nurse	days	0	0.0	G.CV322	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV322	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	367	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV323	4	nurse	days	0	0.0	G.CV323	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV323	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	369	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV324	27	worker	days	0	0.0	G.CV324	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV324	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	323	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV325	27	worker	days	0	0.0	G.CV325	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV325	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	325	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV326	27	worker	days	0	0.0	G.CV326	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV326	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	327	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV327	27	worker	days	0	0.0	G.CV327	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV327	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	329	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV328	27	worker	days	0	0.0	G.CV328	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV328	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	331	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV329	27	worker	days	0	0.0	G.CV329	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV329	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	333	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV330	26	worker	days	0	0.0	G.CV330	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV330	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	263	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV331	26	worker	days	0	0.0	G.CV331	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV331	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	265	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV332	26	worker	days	0	0.0	G.CV332	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV332	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	267	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV333	26	worker	days	0	0.0	G.CV333	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV333	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	269	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV334	26	worker	days	0	0.0	G.CV334	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV334	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	271	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV335	26	worker	days	0	0.0	G.CV335	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-11	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV335	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	273	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV336	10	worker	days	0	0.0	G.CV336	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV336	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	371	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV337	10	worker	days	0	0.0	G.CV337	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV337	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	373	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV338	10	worker	days	0	0.0	G.CV338	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV338	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	375	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV339	10	worker	days	0	0.0	G.CV339	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV339	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	377	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV340	10	worker	days	0	0.0	G.CV340	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV340	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	379	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV341	10	worker	days	0	0.0	G.CV341	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV341	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	381	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV342	24	worker	days	0	0.0	G.CV342	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV342	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	383	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV343	24	worker	days	0	0.0	G.CV343	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV343	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	385	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV344	24	worker	days	0	0.0	G.CV344	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV344	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	387	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV345	24	worker	days	0	0.0	G.CV345	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV345	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	389	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV346	24	worker	days	0	0.0	G.CV346	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	2011-07-12	True	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV346	sk__Eukaryota	7460	True	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	391	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV43	12	worker	days	0	0.0	G.CV43	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV43	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	54	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV44	12	worker	days	0	0.0	G.CV44	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV44	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	56	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
1064.G.CV45	12	worker	days	0	0.0	G.CV45	UBERON:multi-cellular organism	UBERON:tissue	UBERON:intestine	Not applicable	False	GAZ:Puerto Rico	0	0	Whole intestine tissue, with food content.	True	43.1	43.1	True	EMP sample	Host-associated	Animal	Animal corpus	village biome	insecta-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	village biome	Not applicable	Not applicable	PuertoRico:Gurabo	c__Insecta	honey bee	f__Apidae	g__Apis	k__Metazoa	o__Hymenoptera	p__Arthropoda	Apis mellifera	s__Apis_mellifera	G-CV45	sk__Eukaryota	7460	False	18.22	18.22	-65.99	-65.99	ANL	FALSE	True	Host-associated	Animal	Animal corpus	1064	58	gut metagenome	749906	bee intestine with content	insect gut metagenome	female	Microbiome of honey bees from Puerto Rico	Gurabo
