sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_date	collection_date_unformat	collection_timestamp	country	depth	depth_m	description	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sex_def_prob	title	unnamed_3
1665.RWB2011NOV02.01	0	0.0	79	UBERON:skin	UBERON:mucus	UBERON:skin	11/2/11	11/2/11	2011-11-02	GAZ:United States of America	0	0	RWB2011NOV02.01 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2011NOV02.01	sk__Eukaryota	9735	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE				1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
1665.RWB2011NOV03.01	0	0.0	72	UBERON:skin	UBERON:mucus	UBERON:skin	11/3/11	11/3/11	2011-11-03	GAZ:United States of America	0	0	RWB2011NOV03.01 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2011NOV03.01	sk__Eukaryota	9735	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
1665.RWB2011NOV04.01	0	0.0	82	UBERON:skin	UBERON:mucus	UBERON:skin	11/4/11	11/4/11	2011-11-04	GAZ:United States of America	0	0	RWB2011NOV04.01 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2011NOV04.01	sk__Eukaryota	9735	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
1665.RWB2011NOV08.01	0	0.0	129	UBERON:skin	UBERON:mucus	UBERON:skin	11/8/11	11/8/11	2011-11-08	GAZ:United States of America	0	0	RWB2011NOV08.01 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2011NOV08.01	sk__Eukaryota	9735	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
1665.RWB2011NOV11.01	0	0.0	73	UBERON:skin	UBERON:mucus	UBERON:skin	11/11/11	11/11/11	2011-11-11	GAZ:United States of America	0	0	RWB2011NOV11.01 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2011NOV11.01	sk__Eukaryota	9735	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
1665.RWB2011NOV12.01	0	0.0	74	UBERON:skin	UBERON:mucus	UBERON:skin	11/12/11	11/12/11	2011-11-12	GAZ:United States of America	0	0	RWB2011NOV12.01 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2011NOV12.01	sk__Eukaryota	9735	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
1665.RWB2011OCT20.WW.02	0	0.0	132	UBERON:skin	UBERON:mucus	UBERON:skin	10/20/11	10/20/11	2011-10-20	GAZ:United States of America	0	0	RWB2011OCT20.WW.02 skin microbiome of Physeter macrocephalus (Sperm whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	sperm whale	f__Physeteridae	g__Physeter	k__Metazoa	o__Cetacea	p__Chordata	Physeter catodon	s__Physeter_catodon	RWB2011OCT20.WW.02	sk__Eukaryota	9755	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Physeter macrocephalus (Sperm whale)
1665.RWB2011OCT22.WW.01	0	0.0	131	UBERON:skin	UBERON:mucus	UBERON:skin	10/22/11	10/22/11	2011-10-22	GAZ:United States of America	0	0	RWB2011OCT22.WW.01 skin microbiome of Steno bredanensis (Rough.toothed dolphin)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	rough-toothed dolphin	f__Delphinidae	g__Steno	k__Metazoa	o__Cetacea	p__Chordata	Steno bredanensis	s__Steno_bredanensis	RWB2011OCT22.WW.01	sk__Eukaryota	46167	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Steno bredanensis (Rough.toothed dolphin)
1665.RWB2011OCT25.02	0	0.0	80	UBERON:skin	UBERON:mucus	UBERON:skin	10/25/11	10/25/11	2011-10-25	GAZ:United States of America	0	0	RWB2011OCT25.02 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2011OCT25.02	sk__Eukaryota	9735	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
1665.RWB2011OCT25.03	0	0.0	81	UBERON:skin	UBERON:mucus	UBERON:skin	10/25/11	10/25/11	2011-10-25	GAZ:United States of America	0	0	RWB2011OCT25.03 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2011OCT25.03	sk__Eukaryota	9735	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
1665.RWB2011OCT31.01	0	0.0	75	UBERON:skin	UBERON:mucus	UBERON:skin	10/31/11	10/31/11	2011-10-31	GAZ:United States of America	0	0	RWB2011OCT31.01 skin microbiome of Peponocephala electra (Melon headed whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	melon-headed whale	f__Delphinidae	g__Peponocephala	k__Metazoa	o__Cetacea	p__Chordata	Peponocephala electra	s__Peponocephala_electra	RWB2011OCT31.01	sk__Eukaryota	103596	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Peponocephala electra (Melon headed whale)
1665.RWB2011OCT31.02	0	0.0	78	UBERON:skin	UBERON:mucus	UBERON:skin	10/31/11	10/31/11	2011-10-31	GAZ:United States of America	0	0	RWB2011OCT31.02 skin microbiome of Tursiops truncatus (bottlenose dolphin)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bottlenosed dolphin	f__Delphinidae	g__Tursiops	k__Metazoa	o__Cetacea	p__Chordata	Tursiops truncatus	s__Tursiops_truncatus	RWB2011OCT31.02	sk__Eukaryota	9739	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Tursiops truncatus (bottlenose dolphin)
1665.RWB2011OCT31.03	0	0.0	77	UBERON:skin	UBERON:mucus	UBERON:skin	10/31/11	10/31/11	2011-10-31	GAZ:United States of America	0	0	RWB2011OCT31.03 skin microbiome of Tursiops truncatus (bottlenose dolphin)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bottlenosed dolphin	f__Delphinidae	g__Tursiops	k__Metazoa	o__Cetacea	p__Chordata	Tursiops truncatus	s__Tursiops_truncatus	RWB2011OCT31.03	sk__Eukaryota	9739	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Tursiops truncatus (bottlenose dolphin)
1665.RWB2011OCT31.04	0	0.0	130	UBERON:skin	UBERON:mucus	UBERON:skin	10/31/11	10/31/11	2011-10-31	GAZ:United States of America	0	0	RWB2011OCT31.04 skin microbiome of Tursiops truncatus (bottlenose dolphin)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bottlenosed dolphin	f__Delphinidae	g__Tursiops	k__Metazoa	o__Cetacea	p__Chordata	Tursiops truncatus	s__Tursiops_truncatus	RWB2011OCT31.04	sk__Eukaryota	9739	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Tursiops truncatus (bottlenose dolphin)
1665.RWB2012AUG10.01	0	0.0	23	UBERON:skin	UBERON:mucus	UBERON:skin	8/10/12	8/10/12	2012-08-10	GAZ:United States of America	0	0	RWB2012AUG10.01 skin microbiome of Steno bredanensis (Rough.toothed dolphin)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	rough-toothed dolphin	f__Delphinidae	g__Steno	k__Metazoa	o__Cetacea	p__Chordata	Steno bredanensis	s__Steno_bredanensis	RWB2012AUG10.01	sk__Eukaryota	46167	19.63999	19.63999	sub_adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Steno bredanensis (Rough.toothed dolphin)
1665.RWB2012AUG16.02	0	0.0	38	UBERON:skin	UBERON:mucus	UBERON:skin	8/16/12	8/16/12	2012-08-16	GAZ:United States of America	0	0	RWB2012AUG16.02 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	RWB2012AUG16.02	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.RWB2012AUG16.03	0	0.0	32	UBERON:skin	UBERON:mucus	UBERON:skin	8/16/12	8/16/12	2012-08-16	GAZ:United States of America	0	0	RWB2012AUG16.03 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	RWB2012AUG16.03	sk__Eukaryota	38241	19.63999	19.63999	sub_adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.RWB2012AUG16.04	0	0.0	36	UBERON:skin	UBERON:mucus	UBERON:skin	8/16/12	8/16/12	2012-08-16	GAZ:United States of America	0	0	RWB2012AUG16.04 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	RWB2012AUG16.04	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.RWB2012AUG16.05	0	0.0	43	UBERON:skin	UBERON:mucus	UBERON:skin	8/16/12	8/16/12	2012-08-16	GAZ:United States of America	0	0	RWB2012AUG16.05 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	RWB2012AUG16.05	sk__Eukaryota	38241	19.63999	19.63999	sub_adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.RWB2012AUG16.06	0	0.0	30	UBERON:skin	UBERON:mucus	UBERON:skin	8/16/12	8/16/12	2012-08-16	GAZ:United States of America	0	0	RWB2012AUG16.06 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	RWB2012AUG16.06	sk__Eukaryota	38241	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.RWB2012AUG16.07	0	0.0	42	UBERON:skin	UBERON:mucus	UBERON:skin	8/16/12	8/16/12	2012-08-16	GAZ:United States of America	0	0	RWB2012AUG16.07 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	RWB2012AUG16.07	sk__Eukaryota	38241	19.63999	19.63999	sub_adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.RWB2012AUG23.01	0	0.0	33	UBERON:skin	UBERON:mucus	UBERON:skin	8/23/12	8/23/12	2012-08-23	GAZ:United States of America	0	0	RWB2012AUG23.01 skin microbiome of Steno bredanensis (Rough.toothed dolphin)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	rough-toothed dolphin	f__Delphinidae	g__Steno	k__Metazoa	o__Cetacea	p__Chordata	Steno bredanensis	s__Steno_bredanensis	RWB2012AUG23.01	sk__Eukaryota	46167	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Steno bredanensis (Rough.toothed dolphin)
1665.RWB2012AUG23.02	0	0.0	41	UBERON:skin	UBERON:mucus	UBERON:skin	8/23/12	8/23/12	2012-08-23	GAZ:United States of America	0	0	RWB2012AUG23.02 skin microbiome of Steno bredanensis (Rough.toothed dolphin)	carnivore	TRUE	0.626278996	0.626278996	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	rough-toothed dolphin	f__Delphinidae	g__Steno	k__Metazoa	o__Cetacea	p__Chordata	Steno bredanensis	s__Steno_bredanensis	RWB2012AUG23.02	sk__Eukaryota	46167	19.63999	19.63999	adult	-155.99693	-155.99693	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Steno bredanensis (Rough.toothed dolphin)
1665.RWB2012DEC07.01	0	0.0	16	UBERON:skin	UBERON:mucus	UBERON:skin	12/7/12	12/7/12	2012-12-07	GAZ:United States of America	0	0	RWB2012DEC07.01 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	459.1276855	459.1276855	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	RWB2012DEC07.01	sk__Eukaryota	38241	20.8166	20.8166	adult	-156.92732	-156.92732	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.RWB2012DEC07.02	0	0.0	13	UBERON:skin	UBERON:mucus	UBERON:skin	12/7/12	12/7/12	2012-12-07	GAZ:United States of America	0	0	RWB2012DEC07.02 skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)	carnivore	TRUE	459.1276855	459.1276855	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	short-finned pilot whale	f__Delphinidae	g__Globicephala	k__Metazoa	o__Cetacea	p__Chordata	Globicephala macrorhynchus	s__Globicephala_macrorhynchus	RWB2012DEC07.02	sk__Eukaryota	38241	20.8166	20.8166	sub_adult	-156.92732	-156.92732	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Globicephala macrorhynchus (Short.finned pilot whale)
1665.RWB2012DEC07.03	0	0.0	20	UBERON:skin	UBERON:mucus	UBERON:skin	12/7/12	12/7/12	2012-12-07	GAZ:United States of America	0	0	RWB2012DEC07.03 skin microbiome of  Balaenoptera physalus (Fin whale)	carnivore	TRUE	459.1276855	459.1276855	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	RWB2012DEC07.03	sk__Eukaryota	9770	20.8166	20.8166	adult	-156.92732	-156.92732	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of  Balaenoptera physalus (Fin whale)
1665.RWB2012DEC09.01	0	0.0	14	UBERON:skin	UBERON:mucus	UBERON:skin	12/9/12	12/9/12	2012-12-09	GAZ:United States of America	0	0	RWB2012DEC09.01 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	459.1276855	459.1276855	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2012DEC09.01	sk__Eukaryota	9735	20.8166	20.8166	adult	-156.92732	-156.92732	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
1665.RWB2012DEC09.02	0	0.0	3	UBERON:skin	UBERON:mucus	UBERON:skin	12/9/12	12/9/12	2012-12-09	GAZ:United States of America	0	0	RWB2012DEC09.02 skin microbiome of Stenella attenuata (Pantropical spotted dolphin )	carnivore	TRUE	459.1276855	459.1276855	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	bridled dolphin	f__Delphinidae	g__Stenella	k__Metazoa	o__Cetacea	p__Chordata	Stenella attenuata	s__Stenella_attenuata	RWB2012DEC09.02	sk__Eukaryota	9735	20.8166	20.8166	adult	-156.92732	-156.92732	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Stenella attenuata (Pantropical spotted dolphin )
