sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_date	collection_date_unformat	collection_timestamp	country	depth	depth_m	description	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	life_stage	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sex_def_prob	title	unnamed_3
1665.CCS2004.67	0	0.0	148	UBERON:skin	UBERON:mucus	UBERON:skin	8/18/04	8/18/04	2004-08-18	GAZ:United States of America	0	0	CCS2004.67  skin microbiome of Balaenoptera borealis (Sei whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	sei whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera borealis	s__Balaenoptera_borealis	CCS2004.67	sk__Eukaryota	9768	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera borealis (Sei whale)
1665.CCS2009.006	0	0.0	137	UBERON:skin	UBERON:mucus	UBERON:skin	4/10/09	4/10/09	2009-04-10	GAZ:United States of America	0	0	CCS2009.006  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2009.006	sk__Eukaryota	9770	41.67293	41.67293	calf	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2009.007	0	0.0	152	UBERON:skin	UBERON:mucus	UBERON:skin	4/10/09	4/10/09	2009-04-10	GAZ:United States of America	0	0	CCS2009.007  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2009.007	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2009.025	0	0.0	153	UBERON:skin	UBERON:mucus	UBERON:skin	1/30/09	1/30/09	2009-01-30	GAZ:United States of America	0	0	CCS2009.025  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2009.025	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2009.098	0	0.0	143	UBERON:skin	UBERON:mucus	UBERON:skin	11/19/09	11/19/09	2009-11-19	GAZ:United States of America	0	0	CCS2009.098  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2009.098	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2010.023	0	0.0	145	UBERON:skin	UBERON:mucus	UBERON:skin	6/16/10	6/16/10	2010-06-16	GAZ:United States of America	0	0	CCS2010.023  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2010.023	sk__Eukaryota	9770	41.67293	41.67293	adult	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2010.024	0	0.0	155	UBERON:skin	UBERON:mucus	UBERON:skin	6/16/10	6/16/10	2010-06-16	GAZ:United States of America	0	0	CCS2010.024  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2010.024	sk__Eukaryota	9770	41.67293	41.67293	calf	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2011.007	0	0.0	139	UBERON:skin	UBERON:mucus	UBERON:skin	5/20/11	5/20/11	2011-05-20	GAZ:United States of America	0	0	CCS2011.007 skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2011.007	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2011.012	0	0.0	147	UBERON:skin	UBERON:mucus	UBERON:skin	6/7/11	6/7/11	2011-06-07	GAZ:United States of America	0	0	CCS2011.012 skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2011.012	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2012.002	0	0.0	150	UBERON:skin	UBERON:mucus	UBERON:skin	2/16/12	2/16/12	2012-02-16	GAZ:United States of America	0	0	CCS2012.002  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2012.002	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2012.003	0	0.0	144	UBERON:skin	UBERON:mucus	UBERON:skin	3/23/12	3/23/12	2012-03-23	GAZ:United States of America	0	0	CCS2012.003  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2012.003	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2012.004	0	0.0	154	UBERON:skin	UBERON:mucus	UBERON:skin	3/23/12	3/23/12	2012-03-23	GAZ:United States of America	0	0	CCS2012.004  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2012.004	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2012.005	0	0.0	149	UBERON:skin	UBERON:mucus	UBERON:skin	3/23/12	3/23/12	2012-03-23	GAZ:United States of America	0	0	CCS2012.005  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2012.005	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2012.006	0	0.0	138	UBERON:skin	UBERON:mucus	UBERON:skin	3/23/12	3/23/12	2012-03-23	GAZ:United States of America	0	0	CCS2012.006  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2012.006	sk__Eukaryota	9770	41.67293	41.67293	adult	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2012.007	0	0.0	142	UBERON:skin	UBERON:mucus	UBERON:skin	4/17/12	4/17/12	2012-04-17	GAZ:United States of America	0	0	CCS2012.007  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2012.007	sk__Eukaryota	9770	41.67293	41.67293	adult	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2012.008	0	0.0	146	UBERON:skin	UBERON:mucus	UBERON:skin	4/30/12	4/30/12	2012-04-30	GAZ:United States of America	0	0	CCS2012.008  skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2012.008	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.CCS2012.050	0	0.0	140	UBERON:skin	UBERON:mucus	UBERON:skin	10/2/12	10/2/12	2012-10-02	GAZ:United States of America	0	0	CCS2012.050 skin microbiome of Balaenoptera physalus (Fin whale)	carnivore	TRUE	8.005999565	8.005999565	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Fin whale	f__Balaenopteridae	g__Balaenoptera	k__Metazoa	o__Cetacea	p__Chordata	Balaenoptera physalus	s__Balaenoptera_physalus	CCS2012.050	sk__Eukaryota	9770	41.67293	41.67293	Missing: Not provided	-70.33909	-70.33909	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Balaenoptera physalus (Fin whale)
1665.D0.0194	0	0.0	111	UBERON:skin	UBERON:mucus	UBERON:skin	1/7/11	1/7/11	2011-01-07	GAZ:United States of America	0	0	D0.0194 skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	15.7368269	15.7368269	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	D0.0194	sk__Eukaryota	9728	38.91083	38.91083	Missing: Not provided	-75.52767	-75.52767	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.D05724Pp	0	0.0	109	UBERON:skin	UBERON:mucus	UBERON:skin	1/17/10	1/17/10	2010-01-17	GAZ:United States of America	0	0	D05724Pp skin microbiome of Phocoena phocoena (harbor porpoise)	carnivore	TRUE	24.63838959	24.63838959	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	harbor porpoise	f__Phocoenidae	g__Phocoena	k__Metazoa	o__Cetacea	p__Chordata	Phocoena phocoena	s__Phocoena_phocoena	D05724Pp	sk__Eukaryota	9742	40.78914	40.78914	adult, pregnant	-73.13496	-73.13496	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Phocoena phocoena (harbor porpoise)
1665.D05725Dd	0	0.0	110	UBERON:skin	UBERON:mucus	UBERON:skin	1/17/10	1/17/10	2010-01-17	GAZ:United States of America	0	0	D05725Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	24.63838959	24.63838959	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	D05725Dd	sk__Eukaryota	9728	40.78914	40.78914	Missing: Not provided	-73.13496	-73.13496	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	Missing: Not provided	Missing: Not provided	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.D06459Pp	0	0.0	128	UBERON:skin	UBERON:mucus	UBERON:skin	6/15/10	6/15/10	2010-06-15	GAZ:United States of America	0	0	D06459Pp skin microbiome of Phocoena phocoena (harbor porpoise)	carnivore	TRUE	0	0.0	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	harbor porpoise	f__Phocoenidae	g__Phocoena	k__Metazoa	o__Cetacea	p__Chordata	Phocoena phocoena	s__Phocoena_phocoena	D06459Pp	sk__Eukaryota	9742	43.1336	43.1336	sub_adult	-68.32664	-68.32664	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Phocoena phocoena (harbor porpoise)
1665.D08226	0	0.0	133	UBERON:skin	UBERON:mucus	UBERON:skin	10/25/10	10/25/10	2010-10-25	GAZ:United States of America	0	0	D08226 skin microbiome of Phoca vitulina (harbor seal)	carnivore	TRUE	Missing: Not provided	Not applicable	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	harbor seal	f__Phocidae	g__Phoca	k__Metazoa	o__Carnivora	p__Chordata	Phoca vitulina	s__Phoca_vitulina	D08226	sk__Eukaryota	9720	0	Not applicable	adult	0	Not applicable	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Phoca vitulina (harbor seal)
1665.D08982Dd	0	0.0	108	UBERON:skin	UBERON:mucus	UBERON:skin	3/13/10	3/13/10	2010-03-13	GAZ:United States of America	0	0	D08982Dd skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	0	0.0	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	D08982Dd	sk__Eukaryota	9728	43.1336	43.1336	adult, lactating	-68.32664	-68.32664	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.DO7295	0	0.0	160	UBERON:skin	UBERON:mucus	UBERON:skin	12/2/09	12/2/09	2009-12-02	GAZ:United States of America	0	0	DO7295 skin microbiome of Delphinus delphis (short.beaked common dolphin)	carnivore	TRUE	Missing: Not provided	Not applicable	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	saddleback dolphin	f__Delphinidae	g__Delphinus	k__Metazoa	o__Cetacea	p__Chordata	Delphinus delphis	s__Delphinus_delphis	DO7295	sk__Eukaryota	9728	0	Not applicable	Missing: Not provided	0	Not applicable	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Delphinus delphis (short.beaked common dolphin)
1665.IFAW10.113La	0	0.0	117	UBERON:skin	UBERON:mucus	UBERON:skin	3/28/10	3/28/10	2010-03-28	GAZ:United States of America	0	0	IFAW10.113La skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	0.796023667	0.796023667	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW10.113La	sk__Eukaryota	90246	42.0626	42.0626	Missing: Not provided	-70.23697	-70.23697	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
1665.IFAW10.113La.A.	0	0.0	116	UBERON:skin	UBERON:mucus	UBERON:skin	3/30/10	3/30/10	2010-03-30	GAZ:United States of America	0	0	IFAW10.113La.A. skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	0.796023667	0.796023667	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW10.113La.A.	sk__Eukaryota	90246	42.0626	42.0626	adult	-70.23697	-70.23697	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
1665.IFAW10.119La	0	0.0	115	UBERON:skin	UBERON:mucus	UBERON:skin	3/28/10	3/28/10	2010-03-28	GAZ:United States of America	0	0	IFAW10.119La skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	17.58455658	17.58455658	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW10.119La	sk__Eukaryota	90246	41.91872	41.91872	adult	-70.06197	-70.06197	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	female	female	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
1665.IFAW10.119La.A.	0	0.0	114	UBERON:skin	UBERON:mucus	UBERON:skin	3/28/10	3/28/10	2010-03-28	GAZ:United States of America	0	0	IFAW10.119La.A. skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	17.58455658	17.58455658	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW10.119La.A.	sk__Eukaryota	90246	41.91872	41.91872	adult	-70.06197	-70.06197	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
1665.IFAW10.161La.A.	0	0.0	118	UBERON:skin	UBERON:mucus	UBERON:skin	6/16/10	6/16/10	2010-06-16	GAZ:United States of America	0	0	IFAW10.161La.A. skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)	carnivore	TRUE	17.35075569	17.35075569	True	EMP sample	Host-associated	Animal	Animal surface	marine biome	animal-associated habitat	mucus	host-associated	biome	aquatic biome	marine biome	Not applicable	Not applicable	Not applicable	TRUE	USA:Northeast region	c__Mammalia	Atlantic white-sided dolphin	f__Delphinidae	g__Lagenorhynchus	k__Metazoa	o__Cetacea	p__Chordata	Lagenorhynchus acutus	s__Lagenorhynchus_acutus	IFAW10.161La.A.	sk__Eukaryota	90246	41.77814	41.77814	sub_adult	-70.03878	-70.03878	WHOI	TRUE	TRUE	Host-associated	Animal	Animal surface	1665	skin metagenome	1338477	skin	skin metagenome	male	male	Marine mammal skin microbiomes	skin microbiome of Lagenorhynchus acutus (Atlantic white.sided dolphin)
