sample_name	age	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_time	collection_timestamp	country	depth	depth_m	description	diet	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	geo_loc_name	host_common_name	host_subject_id	host_taxid	latitude	latitude_deg	longitude	longitude_deg	physical_specimen_location	physical_specimen_remaining	pregnant	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	temp	temperature_deg_c	title	tot_mass	weight_pounds
2300.BB.4067.lavageRNA	6	years	0	0.0	4067	Not applicable	Not applicable	Not applicable	5:30 PM	2013-12-20	GAZ:United States of America	0	0	Black bear 4067 lavage RNA	omnivore	TRUE	344.13	344.13	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4067	62692	48.4297	48.4297	-96.28949	-96.28949	UCSDMI	TRUE	no	TRUE				2300	metagenomes	408169	lab equipment	indoor metagenome	female		Not applicable	Gut microbiome of hibernating bears	108.41	239
2300.BB.4085.anus	7	years	0	0.0	4085	UBERON:feces	UBERON:feces	UBERON:feces	11:00 AM	2013-12-20	GAZ:United States of America	0	0	Black bear 4085 anus	omnivore	TRUE	347.864	347.864	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4085	62692	48.33121	48.33121	-95.96523	-95.96523	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	male	93	33.8888888889	Gut microbiome of hibernating bears	182.34	402
2300.BB.4085.colon	7	years	0	0.0	4085	UBERON:feces	UBERON:feces	UBERON:feces	11:00 AM	2013-12-20	GAZ:United States of America	0	0	Black bear 4085 colon	omnivore	TRUE	347.864	347.864	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4085	62692	48.33121	48.33121	-95.96523	-95.96523	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	male	93	33.8888888889	Gut microbiome of hibernating bears	182.34	402
2300.BB.4085.equip	7	years	0	0.0	4085	Not applicable	Not applicable	Not applicable	11:00 AM	2013-12-20	GAZ:United States of America	0	0	Black bear 4085 equipment	omnivore	TRUE	347.864	347.864	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4085	62692	48.33121	48.33121	-95.96523	-95.96523	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	male	93	33.8888888889	Gut microbiome of hibernating bears	182.34	402
2300.BB.4085.lavage100	7	years	0	0.0	4085	Not applicable	Not applicable	Not applicable	11:00 AM	2013-12-20	GAZ:United States of America	0	0	Black bear 4085 lavage 100	omnivore	TRUE	347.864	347.864	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4085	62692	48.33121	48.33121	-95.96523	-95.96523	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	male	93	33.8888888889	Gut microbiome of hibernating bears	182.34	402
2300.BB.4085.lavage20	7	years	0	0.0	4085	Not applicable	Not applicable	Not applicable	11:00 AM	2013-12-20	GAZ:United States of America	0	0	Black bear 4085 lavage 20	omnivore	TRUE	347.864	347.864	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4085	62692	48.33121	48.33121	-95.96523	-95.96523	UCSDMI	TRUE		TRUE				2300	metagenomes	408169	lab equipment	indoor metagenome	male	93	33.8888888889	Gut microbiome of hibernating bears	182.34	402
2300.BB.4085.lavageRNA	7	years	0	0.0	4085	Not applicable	Not applicable	Not applicable	11:00 AM	2013-12-20	GAZ:United States of America	0	0	Black bear 4085 lavage RNA	omnivore	TRUE	347.864	347.864	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4085	62692	48.33121	48.33121	-95.96523	-95.96523	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	male	93	33.8888888889	Gut microbiome of hibernating bears	182.34	402
2300.BB.4087.anus	5	years	0	0.0	4087	UBERON:feces	UBERON:feces	UBERON:feces	1:00 PM	2013-12-18	GAZ:United States of America	0	0	Black bear 4087 anus	omnivore	TRUE	341.816	341.816	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4087	62692	47.93713	47.93713	-95.98628	-95.98628	UCSDMI	TRUE		TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	male	95.1	35.0555555556	Gut microbiome of hibernating bears	96.62	213
2300.BB.4087.colon	5	years	0	0.0	4087	UBERON:feces	UBERON:feces	UBERON:feces	1:00 PM	2013-12-18	GAZ:United States of America	0	0	Black bear 4087 colon	omnivore	TRUE	341.816	341.816	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4087	62692	47.93713	47.93713	-95.98628	-95.98628	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	gut metagenome	749906	stool	gut metagenome	female	95.1	35.0555555556	Gut microbiome of hibernating bears	96.62	213
2300.BB.4087.equip	5	years	0	0.0	4087	Not applicable	Not applicable	Not applicable	1:00 PM	2013-12-18	GAZ:United States of America	0	0	Black bear 4087 equipment	omnivore	TRUE	341.816	341.816	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4087	62692	47.93713	47.93713	-95.98628	-95.98628	UCSDMI	TRUE	no	TRUE				2300	metagenomes	408169	lab equipment	indoor metagenome	female	95.1	35.0555555556	Gut microbiome of hibernating bears	96.62	213
2300.BB.4087.lavage20	5	years	0	0.0	4087	Not applicable	Not applicable	Not applicable	1:00 PM	2013-12-18	GAZ:United States of America	0	0	Black bear 4087 lavage 20	omnivore	TRUE	341.816	341.816	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4087	62692	47.93713	47.93713	-95.98628	-95.98628	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female	95.1	35.0555555556	Gut microbiome of hibernating bears	96.62	213
2300.BB.4087.lavageRNA	5	years	0	0.0	4087	Not applicable	Not applicable	Not applicable	1:00 PM	2013-12-18	GAZ:United States of America	0	0	Black bear 4087 lavage RNA	omnivore	TRUE	341.816	341.816	True	EMP sample	Host-associated	Animal	Animal distal gut	mixed forest biome	animal-associated habitat	anthropogenic environmental material	host-associated	biome	terrestrial biome	forest biome	mixed forest biome	Not applicable	Not applicable	TRUE	USA:MN	Not applicable	BB.4087	62692	47.93713	47.93713	-95.98628	-95.98628	UCSDMI	TRUE	no	TRUE	Host-associated	Animal	Animal distal gut	2300	metagenomes	408169	lab equipment	indoor metagenome	female	95.1	35.0555555556	Gut microbiome of hibernating bears	96.62	213
2300.BLANK.HB.1	Not applicable	years	0	0.0	BLANK.HB.1	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	GAZ:United States of America	0	0	BLANK.HB.1	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable	TRUE	USA:CO	Not applicable	BLANK.HB.1	Not applicable	40.02	40.02	-105.27	-105.27	UCSDMI	TRUE	Not applicable	TRUE	Control	Negative	Sterile water blank	2300	metagenomes	408169	control blank	metagenome	Not applicable	Not applicable	Not applicable	Gut microbiome of hibernating bears	Not applicable	Not applicable
2300.BLANK.HB.2	Not applicable	years	0	0.0	BLANK.HB.2	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	GAZ:United States of America	0	0	BLANK.HB.2	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable	TRUE	USA:CO	Not applicable	BLANK.HB.2	Not applicable	40.02	40.02	-105.27	-105.27	UCSDMI	TRUE	Not applicable	TRUE				2300	metagenomes	408169	control blank	metagenome	Not applicable	Not applicable	Not applicable	Gut microbiome of hibernating bears	Not applicable	Not applicable
2300.BLANK.HB.3	Not applicable	years	0	0.0	BLANK.HB.3	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	GAZ:United States of America	0	0	BLANK.HB.3	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable	TRUE	USA:CO	Not applicable	BLANK.HB.3	Not applicable	40.02	40.02	-105.27	-105.27	UCSDMI	TRUE	Not applicable	TRUE				2300	metagenomes	408169	control blank	metagenome	Not applicable	Not applicable	Not applicable	Gut microbiome of hibernating bears	Not applicable	Not applicable
2300.BLANK.HB.4	Not applicable	years	0	0.0	BLANK.HB.4	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	GAZ:United States of America	0	0	BLANK.HB.4	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable	TRUE	USA:CO	Not applicable	BLANK.HB.4	Not applicable	40.02	40.02	-105.27	-105.27	UCSDMI	TRUE	Not applicable	TRUE				2300	metagenomes	408169	control blank	metagenome	Not applicable	Not applicable	Not applicable	Gut microbiome of hibernating bears	Not applicable	Not applicable
2300.BLANK.HB.5	Not applicable	years	0	0.0	BLANK.HB.5	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	GAZ:United States of America	0	0	BLANK.HB.5	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable	TRUE	USA:CO	Not applicable	BLANK.HB.5	Not applicable	40.02	40.02	-105.27	-105.27	UCSDMI	TRUE	Not applicable	TRUE				2300	metagenomes	408169	control blank	metagenome	Not applicable	Not applicable	Not applicable	Gut microbiome of hibernating bears	Not applicable	Not applicable
2300.BLANK.HB.6	Not applicable	years	0	0.0	BLANK.HB.6	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	GAZ:United States of America	0	0	BLANK.HB.6	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable	TRUE	USA:CO	Not applicable	BLANK.HB.6	Not applicable	40.02	40.02	-105.27	-105.27	UCSDMI	TRUE	Not applicable	TRUE				2300	metagenomes	408169	control blank	metagenome	Not applicable	Not applicable	Not applicable	Gut microbiome of hibernating bears	Not applicable	Not applicable
2300.BLANK.HB.7	Not applicable	years	0	0.0	BLANK.HB.7	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	GAZ:United States of America	0	0	BLANK.HB.7	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable	TRUE	USA:CO	Not applicable	BLANK.HB.7	Not applicable	40.02	40.02	-105.27	-105.27	UCSDMI	TRUE	Not applicable	TRUE	Control	Negative	Sterile water blank	2300	metagenomes	408169	control blank	metagenome	Not applicable	Not applicable	Not applicable	Gut microbiome of hibernating bears	Not applicable	Not applicable
2300.BLANK.HB.8	Not applicable	years	0	0.0	BLANK.HB.8	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	GAZ:United States of America	0	0	BLANK.HB.8	Not applicable	TRUE	1624.1	1624.1	True	EMP sample	Control	Negative	Sterile water blank	aquatic biome	water	sterile water	misc environment	biome	aquatic biome	Not applicable	Not applicable	Not applicable	Not applicable	TRUE	USA:CO	Not applicable	BLANK.HB.8	Not applicable	40.02	40.02	-105.27	-105.27	UCSDMI	TRUE	Not applicable	TRUE				2300	metagenomes	408169	control blank	metagenome	Not applicable	Not applicable	Not applicable	Gut microbiome of hibernating bears	Not applicable	Not applicable
