sample_name	altitude	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	cow_bred	crude_protein	days_in_milk	depth	depth_m	description	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	feed_dry_matter	feed_intake	geo_loc_name	host_class	host_common_name	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	milk_fat	milk_production	milk_solids_protein	monensin_level	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scentific_name	scientific_name	somatic_cell_count	somatic_cell_count_linear	title
1621.N8876	0	0.0	N8876	UBERON:feces	UBERON:feces	UBERON:feces	2011-03-31	GAZ:United States of America	n	8.05	76	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	47.4	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8876	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	84	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.O8783	0	0.0	O8783	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-05 00:00:00	GAZ:United States of America	n	7.77	97	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	45.7	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8783	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	91	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.O8810	0	0.0	O8810	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-05 00:00:00	GAZ:United States of America	pregnant	6.97	88	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	41	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8810	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	74	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.O8817	0	0.0	O8817	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-05 00:00:00	GAZ:United States of America	pregnant	8.12	83	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	47.8	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8817	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	92	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.O8827	0	0.0	O8827	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-05 00:00:00	GAZ:United States of America	n	7.58	95	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	44.6	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8827	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	87	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.O8839	0	0.0	O8839	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-05 00:00:00	GAZ:United States of America	pregnant	8.61	90	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	50.7	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8839	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	69	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.O8866	0	0.0	O8866	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-05 00:00:00	GAZ:United States of America	n	7.64	89	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	45	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8866	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	70	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.O8873	0	0.0	O8873	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-05 00:00:00	GAZ:United States of America	pregnant	8.61	94	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	52.3	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8873	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	77	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.O8876	0	0.0	O8876	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-05 00:00:00	GAZ:United States of America	n	8.82	81	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	46.3	51.9	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8876	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	84	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.P8783	0	0.0	P8783	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-11 00:00:00	GAZ:United States of America	n	7.43	103	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	45	43.7	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8783	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	101	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.P8810	0	0.0	P8810	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-11 00:00:00	GAZ:United States of America	pregnant	6.92	94	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	45	40.7	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8810	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	88	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.P8817	0	0.0	P8817	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-11 00:00:00	GAZ:United States of America	pregnant	8.11	89	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	45	47.8	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8817	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	75	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.P8827	0	0.0	P8827	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-11	GAZ:United States of America	n	7.67	101	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	45	45.1	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8827	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	97	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.P8839	0	0.0	P8839	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-11 00:00:00	GAZ:United States of America	pregnant	6.91	96	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	45	40.6	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8839	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	79	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.P8866	0	0.0	P8866	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-11	GAZ:United States of America	n	7.72	95	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	45	45.4	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8866	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	84	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.P8873	0	0.0	P8873	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-11	GAZ:United States of America	pregnant	6.91	100	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	45	54	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8873	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	101	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.P8876	0	0.0	P8876	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-11 00:00:00	GAZ:United States of America	n	7.72	87	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	45	45.4	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8876	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	85	Missing: Not collected	320	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.Q8783	0	0.0	Q8783	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-15 00:00:00	GAZ:United States of America	n	6.74	107	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	39.7	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8783	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	1	101	2.7	432	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	33	1.4	Spirito_Monensin_Cow_Hindgut
1621.Q8810	0	0.0	Q8810	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-15 00:00:00	GAZ:United States of America	pregnant	7.05	98	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	41.5	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8810	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	0.8	59	2.9	432	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	19	0.6	Spirito_Monensin_Cow_Hindgut
1621.Q8817	0	0.0	Q8817	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-15 00:00:00	GAZ:United States of America	pregnant	8.02	93	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	47.2	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8817	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	1.9	88	3.1	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	57	2.2	Spirito_Monensin_Cow_Hindgut
1621.Q8827	0	0.0	Q8827	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-15 00:00:00	GAZ:United States of America	n	7.17	105	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	42.2	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8827	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	1.6	96	2.6	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	19	0.6	Spirito_Monensin_Cow_Hindgut
1621.Q8839	0	0.0	Q8839	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-15 00:00:00	GAZ:United States of America	pregnant	7.87	100	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	46.3	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8839	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	2.6	96	3	0	CCME	True	True				1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	13	0.1	Spirito_Monensin_Cow_Hindgut
1621.Q8866	0	0.0	Q8866	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-15 00:00:00	GAZ:United States of America	n	7.28	99	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	42.9	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8866	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	1.2	84	3	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	17	0.4	Spirito_Monensin_Cow_Hindgut
1621.Q8873	0	0.0	Q8873	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-15 00:00:00	GAZ:United States of America	pregnant	7.87	104	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	44.1	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8873	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	2.6	85	2.9	432	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	50	2	Spirito_Monensin_Cow_Hindgut
1621.Q8876	0	0.0	Q8876	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-15 00:00:00	GAZ:United States of America	n	8.15	91	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	48	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8876	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	1.2	84	3.2	432	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	19	0.6	Spirito_Monensin_Cow_Hindgut
1621.R8783	0	0.0	R8783	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-18	GAZ:United States of America	n	7.51	110	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	44.2	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8783	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	100	Missing: Not collected	432	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.R8810	0	0.0	R8810	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-18 00:00:00	GAZ:United States of America	pregnant	6.43	101	0	0	Microbial community of cow fed a diet containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	37.8	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8810	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	77	Missing: Not collected	432	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.R8817	0	0.0	R8817	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-18 00:00:00	GAZ:United States of America	pregnant	7.94	96	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	46.7	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8817	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	78	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.R8827	0	0.0	R8827	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-18	GAZ:United States of America	n	6.95	108	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	40.9	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8827	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	87	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
1621.R8839	0	0.0	R8839	UBERON:feces	UBERON:feces	UBERON:feces	2011-04-18 00:00:00	GAZ:United States of America	pregnant	7.2	103	0	0	Microbial community of cow fed a diet not containing the antibiotic Monensin	True	120.163	120.163	True	EMP sample	Host-associated	Animal	Animal distal gut	dense settlement biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	Not applicable	Not applicable	True	41.9	42.4	USA:NY	c__Mammalia	cattle	f__Bovidae	g__Bos	k__Metazoa	o__	p__Chordata	Bos taurus	s__Bos_taurus	8839	sk__Eukaryota	9913	42.444	42.444	-76.502	-76.502	Missing: Not collected	69	Missing: Not collected	0	CCME	True	True	Host-associated	Animal	Animal distal gut	1621	bovine gut metagenome	506599	stool	bovine gut metagenome	bovine gut metagenome	Missing: Not collected	Missing: Not collected	Spirito_Monensin_Cow_Hindgut
